,content,score,at
5210,"Bunganya hampir 100 % sendiri dari peminjamannyw,pinjam 1 juta tagihannya 1.800.000, yg bikin aplikasinya ndak berkah banget nyari duitnya",1,2023-09-04 05:29:33
4512,Aplikasi yang sangat mencekik dan memiskinkan anda. Aplikasi ini memberikan anda biaya bunga dan biaya lain-lain dengan jumlah lebih besar dari uang pinjaman anda. Sungguh diluar kewajaran sebagai manusia. Mereka bukan menolong melainkan menghancurkan keuangan anda. Tks.,1,2023-09-04 05:55:41
5518,"Gimmiccckkk Laaahh ,,, pernah download lgs pernah juga download di iklan ,,tetep aja gak di acc ,, iklan iklan model kek gini emang pada manis tapi nyata nya bagaikan tahu bulat di goreng dadakan HAMpooossss bgt",1,2023-09-04 06:35:35
2869,"pinjaman online cepat,mudah dan terpecaya. Mudah untuk di pahami dan sangat bagus",5,2023-09-04 07:33:36
4837,"Gilaaa minjem 1,3 slma 9bln total ny gde bngt ampe 2jt lbih..apk lain aja ga ampe sgtu gde nya...nyesel bnget udah mnjem disini .",3,2023-09-04 07:45:13
2958,"Uang belum masuk rekening tp tagihan sudah di hitung dari tgl pencairan , padahal uang belum di transfer ke rekening",1,2023-09-04 07:59:14
2503,respon sangat bagus dan cepat persyaratan sangat mudah tidak ribet 👍 mudah2an lebih mantapp ke depan nya dan bunga nya lebih kecil 👍,5,2023-09-04 08:47:40
3227,terima kasih atas ada kami...membantu untuk smua masalh..tapi dimohon kepada atasan CEO..kalau bayar di akhir bulan.. jatuh tempo..mohon bisa yah di ACC kalau bayar di akhir bulan 9 untuk bulan depan 🙏🙏..terima kasih,5,2023-09-04 09:43:50
3946,"Always be the best for me... bunga reasonable, dan cara penagihannya manusiawi... pertahankan ya Ada Kami. Sukses selalu untuk Ada Kami.",5,2023-09-04 10:03:23
4452,"Baru daftar di aplikasi ini, semoga aja mempermudah nasabah yg tidak telat bayar dan membantu keuangan masyarakat yang membutuhkan",5,2023-09-04 10:33:37
4628,"Aplikasi sangat rekomendasi untuk kalian yang bingung mau minjem uang dimana,disini aja mudah dan cepat mantap, TERIMAKASIH.",5,2023-09-04 11:17:37
1796,Aplikasi apa ini .. iklannya muncul terus sangat mengganggu.. bagaimana cara memblokir iklan ga bermutu ini... iklan nya berkali-kali sangat mengganggu aktivitas orang lain .. lebay iklannya juga .. tolong deplover tidak usah iklannya sering di bagikan .. tidak semua orang senang dengan iklan iklan yang menyebabkan gangguan seperti iklan ADAKAMI yang sangat mengganggu ini,1,2023-09-04 11:27:38
4843,"Apk pinjaman yg gak jelas saya sudah baik2 mengisi data saya dan keluarga saya tapi tetap ga jelas ga tanggapan apk ini aduh apa perlu saya ripot ini apk ya ,,kenapa saya ga bisa mengacuhkan pinjaman padahal àpa alasan pastinya tolong jelaskan.",1,2023-09-04 11:52:21
1724,"Sangat buruk jasa penagihan nya,sudah bersifat mengancam untuk penyebaran data,tolong di tingkat kan kembali.",1,2023-09-04 12:23:56
2244,"Jangan mau di bodohi,aplikasi penuh tipuan. Saya coba minjem 4,5 jt dalam tenor 6 bulan,masa cicilan perbulan nyampe 1,3 jt .Sangat sangat tidak masuk akal",1,2023-09-04 12:55:27
3402,Ini gimana ya kan saya mau bayar pakek BCA transfer ke BNI tapi kok gak bisa katanya nomer rekening tidak aktif,1,2023-09-04 13:27:05
2884,"Proses cepat, alhamdulillah pembayaran sayapun lancar. Yg penting selalu ada niat untuk membayar.",5,2023-09-04 13:31:48
1668,Saya rasa aplikasi ini tidak sesuai dengan yg di iklan kan saya sudah melunasi sebelum jatuh tempo dan berniat mengajukan pinjaman kembali ternyata malah di tolak semoga kedepannya jadi bahan pertimbangan Adakami untuk bisa meloloskan pengajuan pinjaman saya,5,2023-09-04 13:45:20
3576,"Aplikasi nya bagus..tapi sayang..sejak pake adakami..selalu saja ada nomor masuk menganggu mengatas namakan dri adakami..heran banget..gk bisa jaga rahasia data- data orang,,jd nya males",3,2023-09-04 14:49:46
3319,gak pernah telat tapi pinjaman selalu di tolak 👎 apk gak guna akhirnya mutusin buat nutup akun,1,2023-09-04 15:12:15
4064,"Ada kami, jaya selalu, mantap dengan adanya aplikasi ini, bisa membantu kita yang lagi mendadak",5,2023-09-04 17:37:36
4059,"Sangat bagus, tidak mengecawakan pencairan pun sangat cepat",5,2023-09-04 20:29:20
1552,"Ok banget, cuma pesan saya ""Ada Kami"" jangan sampai cari kesempatan transfer ke rekening nasabah, dijebak tiba2 transfer, sebelum dikonfirmasi atau tanda tangan. Agar nasabah bisa memilih limit atau jangka waktu.",2,2023-09-04 23:25:55
4525,"Saya install karena cuma buat Rating, aplikasi ini iklan sampah dimana² ngiklan sangat menggangu sekali sudah diblokir muncul iklan lain dari adakami juga, hadehhh muak dengan iklan adakami!!!",1,2023-09-04 23:35:05
1454,"Saya instal cuma mau kasih bintang 1 karna banyak iklan mengganggu, setelah itu lansung saya uninstal apk ny,,Apk nggak guna 👎🏻",1,2023-09-05 00:21:31
5198,"Saya kasih bintang 1 langsung uninstal, baru pengajuan dh keluar limit tpi gx bisa pinjem ...hapus smua data sy ....kt'y bisa untuk keperluan mendesak, mana buktinya.. bisa pengajuan lg sebulan k depan ...aplikasi sampah gx jelas",1,2023-09-05 00:48:52
4684,"Aplikasi apaan, orang lagi butuh ga di setujui... padahal dah berkali kali",1,2023-09-05 01:16:17
4466,"Meskipun prosesnya cepat, tapi 2 hari sebelum tanggal pembayaran sudah di telp berkali2 bikin gak nyaman. Kalau telat wajar banget andai ditagih. Tapi kalau belum tanggalnya bayar napa dikejar2 seperti nunggak??? Bikin risih. Saya harap segera lunas dan saya biaa uninstal",1,2023-09-05 03:22:18
3257,Spam gak berguna gak mutu bikin muak. Gak minat muncal muncul saja. Bukan membantu tapi mengganngu seseorang.,1,2023-09-05 03:26:58
3528,Proses cepat..g ribet...pencairan jg cepet bunga rendah..tempo lama,5,2023-09-05 03:58:54
3067,"Mohonn maaf sebelumnya saya cukup kali ini pinjam disini nga kaya aplikasih lain bunganya terlalu tinggi .ikalnnya bagus banget pas pinjam untungnya luar biasa bagi teman"" yg mau pake aplikasih ini tolong jangan pake pinjam disini benar"" bikin mati kutu pinjam sama bunga hampir sama nyesel gue",2,2023-09-05 04:30:53
2853,"Aplikasinya mudah di pahamai dan mudah di gunakan, pencairan dana cepat aman dan terpercaya",4,2023-09-05 05:28:23
9832,"Kalau bayar telat 3 hari mentror dan ngshare data pribadi dan menuduh mafia ponjol padahal saya minta kebijakan untuk pmbayaran telat 3 hari karena anak saya kemaren masuk rumah sakit.. jangan mau minjem ke aplikasi ini , lw bisa aplikasi ini bumi hanguskan",1,2023-09-05 05:57:08
3083,Sangat membantu dan praktis .proses cepat dan banyak pilihan,5,2023-09-05 06:31:38
3027,Mantap. solusi darurat dikala kepepet. proses cepat akurat dan melekat.,5,2023-09-05 06:34:12
5516,"Kenapa saya selalu d tolak? Padhal terkahir pembayaran selalu tepat? Dan pengn pnganjuan tiap bulan slalu tolak, why??",4,2023-09-05 06:40:11
1585,Sakit jiwa! Gaada sopan sopannya ini aplikasi. Terlalu norak! iklan sampe masuk keWhatsapp. Tolong ya kalo nyari rezeki jangan mengganggu ketenangan orang lain!,1,2023-09-05 07:12:54
5720,Aplikasinya Bagus dan proses nya sangat cepat sekali 👍👍,5,2023-09-05 09:05:45
2363,"Sejauh ini bagus,walau msh kecil limit tapi bsa membantu kebutuhan yg sangat mendadak,angsuran tidaklah berat ,terus sukses ada kami",4,2023-09-05 09:11:01
5151,Mau pinjem man di tolak..daftar ajah di ada kami.. karena ada kami aplikasi.maling data,1,2023-09-05 09:20:32
3103,"pinjaman online cepat, aman dan terpercaya. Sangat membantu dalam kondisi darurat",5,2023-09-05 09:45:57
2215,"Saya sudah download tapi saya tidak jadi pinjam karena limitnya sedikit dan bunganya terlalu tinggi. Saya minta hapus data diri saya, jika ada dikemudian nanti ada hal yang merugikan saya memakai data saya, saya tidak bertanggung jawab atas semuah ini. Terima kasih",2,2023-09-05 10:39:57
2898,apk yang sangat baik dan berkualitas baik saya sangat senang dengan pelayanan ini mangkanya saya kasih bintang 5 supaya apk ini berjaya selalu dan sukses selalu,5,2023-09-05 11:29:18
2858,"Bintang 2 dulu,,, padahal sudah dapat limit tapi saat pengajuan pinjaman tidak pernah berhasil",2,2023-09-05 11:48:00
5119,Aplikasi ga guna ngeribetin dong muncul iklan dimana mana bikin ribet,1,2023-09-05 13:51:20
3288,"Sangat terpercaya dan amanah dalam masalah keuangan,sangat berguna bagi yang butuh dadakan soal financial,terimakasih adakami 😇",5,2023-09-05 13:56:07
3109,"saya sudah melakukan pelunasan namun di aplikasi nya tertera belum lunas gimana si ni aplikasi, udah saya lakukan telfon cs, email ... tolong woi cs nya kerja nya ngapain, jangan macem macem sama saya",1,2023-09-05 14:04:34
2957,"jangan sekali"" minjem di app ini, baru telat 1hari udah diteror habis"" sama DC ga jelas padahal ada itikad baik untuk bayar , jangan sekali"" minjem di app ini bahaya",1,2023-09-05 14:07:07
3061,"Proses penciran tunai cepat dan tidak ribet ,sangat recommended",5,2023-09-05 15:38:06
1200,"Download ini cuman mau komen, muakk bgt liat iklannya. Udah durasinya lama bgt. Nongol trus lgi greget banget udh gitu iklannya trlalu norak",1,2023-09-05 15:58:21
2942,"Halah apanya yang mudah untuk dapat pinjaman, saya bolak2 daftar tapi gagal terus.",1,2023-09-05 16:05:03
3093,"Pinjaman yg sangat cepat, layanan nya juga ramah, semoga seterusnya lebih baik 👍👍",5,2023-09-05 17:02:40
4026,"di easy kas di tolak, disini di acc langsung cair... limit awal 2,4jt langsung bisa cair dalam hitungan menit",5,2023-09-05 19:12:05
5409,Jangan ada iklan... karena sangat tidak menyenangkan🙄,1,2023-09-06 00:30:16
824,"barusan di telpon sama pihak ada kami katanya, pinjaman saya di ACC kaget dong saya nya padahal saya sudah lama mengajukan pinjaman di ada kami pas tahun 2021 kok baru di ACC, trus di tanya apakah tidak ada dana masuk ya saya jawab tidak ada, trus karena saya penararan saya install aplikasi nya, eh pas saya sudah install ternyata zonk yang tertera malah tidak dapat mengjukan limit karena skor kredit anda tidak memenuhi kriteria, emang dasar aplikasi nipu sudah gitu iklan nya di mana2 bikin emosi",1,2023-09-06 01:52:59
2886,aku sangat terbantu oleh adakami. terima kasih adakami. cicilannya pun tidak memberatkan dan cara menagihnya pun tidak menggunakan sistem yg baik untuk mengingatkan kami para nasabahnya,5,2023-09-06 01:54:33
2880,"salah satu aplikasi pinjaman yang sangat cepat dan gampang sekali, semogaa kedepannya selalu baik dan pelayananya makin joss",5,2023-09-06 02:11:12
4274,AdaKami. Memang sangat membantu buat yg meminjam dadakan tidak ribet persyaratannya. Pokonya 👍👍👍,5,2023-09-06 02:30:22
9562,"Aplikasi norak lebay g brmutu,iseng coba download dan udh hapus,ehhh...malah iklanya nyosorrr terus . Cara blokir iklan ini gmna sihh.. Buat kuping peka.udah itu di skiip g bisa pula...",1,2023-09-06 03:18:34
3102,Jangan tertipu apk adakami bunganya sangat memeras sekali. Pinjam 5jt keseluruhan totalnya jadi 10 jt cicilan / bulan 1.154.304x 9 bulan sangat memeras.,1,2023-09-06 03:20:59
1326,"Tes2 aja download..trus cek2 kan.. Disitu mereka buat bunga 0,4% ya.. Itu bunga perhari loh.. Misal aku pinjam 1.000.000 × 0,4% = 4.000 1 bulan ada 30 hari 30×4000= 120.000 Itu bunga nya aja perbulan 😂😂😂..mehong kan..itu baru 1jt ya",1,2023-09-06 03:22:18
4514,"Aplikasi ini tidak memuaskan, pembayaran lancar bahkan jauh sebelum tgl jatuh tempo. Pinjaman terakhir tidak berhasil alias gagal, entah apa masalahnya, gak jelas benar sumpah..✌️",1,2023-09-06 04:07:13
5440,"Asal bisa menjaga skor kredit, pengajuan berikutnya sangat dipermudah",5,2023-09-06 05:25:24
8960,"Tolong tambahin cara pembayaran lewat va bca , byr lewat alfa terus2 an eror dan tagihan tidak di temukan meskipun akhirnya bisa , tapi ter lalu lama Dan eror nya tidak cmn 1x saja .tks",4,2023-09-06 06:02:09
4592,"Mantabbb jiwaaaa!!!! pengajuan gampang banget cuma pake Kartu identitas langsung cair gak pake lama cuma 15 menit sudah masuk, dua jempol buata aplikasi ini. sukses selalu buat aplikasi ini",5,2023-09-06 09:30:47
2917,"Proses cepat, bisa membantu saat ke pepet, ingin menaikkan limit supaya bisa dapat lebih banyak lagi",5,2023-09-06 10:08:21
275,"Tolong donk, iklan aplikasinya sangat mengganggu, setiap mau buka aplikasi apapun skrg iklan sudah merajalela terutama dari aplikasi ini. Sangat menggangu saya secara pribadi",1,2023-09-06 10:09:09
1273,"Aplikasi yang menurut saya bagus dan sangat membantu khususnyaa buat para penguna android . Bila mana membutuhkan dana instan dengan tentunya nominal berfariasi dengan syarat dan ketentuan berlaku. Di aplikasi ini sudah terdaftar OJK jadi gak perlu kawatir lagi tentang keamanan data pengguna. Saya juga pernah mencobanya langsung dapat nominal fantatis 2 jt rupiah , dapat di cicil sampai 12 bulan kalo saya. Anda berminat siapkan android anda segara instal aplikasinya",5,2023-09-06 10:11:51
2882,gak semudah seperti di iklan rumit udah di isi semua tapi gagal terus aplikasi ribet kita emang lagi butuh dana sih,1,2023-09-06 10:32:43
2926,Aplikasi ini sangat membantu karena daftarnya sangat mudah dan ngak ribet bisa untuk kebutuhan mendesak,5,2023-09-06 13:05:48
2974,"Bagus banget dan di rekomendasikan pinjol,cepat cair dan aplikasi nya mudah di gunakan",5,2023-09-06 14:21:38
4998,Adakami mantap pencairan cepat dan tidak ribet,5,2023-09-06 14:31:23
4160,"saya kasi tiga aja dulu ya klw bner amanah tidak tipu""saya kasi semuanya aplikasinya bagus.....tapi ko gak bisa ya saya mau bayar lewat embking salalu GGL gimna caranya.",3,2023-09-06 15:33:43
1383,"Ngapain ngasih limit kalo tidak bisa pinjam, Percuma gua ngasih data. Data gua bersih belum pernah masuk apk pinjol sebelum nya . Apk busuk",1,2023-09-06 16:17:33
1173,"Awalnya di kasih pinjaman waktu awal install aplikasi ada kami,tapi skrng sering di tolak,udah hampir 10 kali d tolak dengan alasan tidak jelas,padahal waktu awal"" di acc, sungguh mengecewakan",3,2023-09-06 17:53:33
2854,asli recomended.. buat modal usaha putar uang jadi cuan emng ok.. tp klo bisa tolong bunganya untuk tenor panjang dikecilkan min.. agak bedebar jantung jg liat hasil akhir pembayaran..,5,2023-09-06 20:53:24
5080,sangat membantu dan pengajuan nya cepat dan mudah,5,2023-09-06 22:56:36
3037,Aplikasi adakami emang mantap. mudah pinjaman langsung cair hanya dengan waktu singkat,5,2023-09-07 00:28:18
803,"Gimana ya, udh daftar & fetivikasi tapi ngk bisa cair, kayaknya jual iklan aplikasi doang 🗿 tapi ada bagusnya juga, soalnya mengiklankan & merekomendasikan aplikasi lain yg kurang lebih sama 👍",1,2023-09-07 01:57:19
4887,Limitnya kurang besar tolong di permudah karena pembayaran saya tidak terlambat terimakasih @adakami,5,2023-09-07 03:54:40
1717,"Aplikasi pemerasan, bunga hampir sama dengan pinjaman.. saya pinjam 1,6 kenapa kembalinya 3 juta lebih.. haha lucu kan",1,2023-09-07 04:00:13
9963,Mudah cepat tidak ribet ajukan limit,4,2023-09-07 04:02:25
3035,Sangat membantu kebutuhan dana mendesak. mudah dan cepat. sehari terlambat bayar pinjaman berikutnya lama,5,2023-09-07 04:20:53
2980,"Apknya sebenernya bagus cuma bunyanya terlalu besar..pinjam 400rb trus perbulan 116x6 bulan jadinya 600rb..itu baru pinjaman kecil,,kalo besar jadi berapa JT,,WAJIB bagi yg mau pinjam di kalkulasikan terlebih dahulu agar tau pinjaman kita tadinya berapa dan menjadi berapa dengan bunganya karna ini bunganya tidak main²",1,2023-09-07 04:37:02
4447,Aplikasi pinjaman online yang terpercaya. Proses pencairan cepat dan aman.,5,2023-09-07 04:48:28
2965,"Proses pertama cair, dan pelunasan tepat waktu bahkan sebelum jatuh tempo sudah dilunasi. Tapi untuk pinjaman kedua ditolak..",5,2023-09-07 05:15:44
9099,sayah udah isi data sayah tapi di tolak awas yah data sayah kalow mau nipu jangan suruh isi data ktp itu penting utamakan data ktp sama dengan muka acc jangan kaya gini awas ya data sayah poko nya sayah gk pinjem atas nama surya,1,2023-09-07 05:52:58
2519,"sangat mudah pinjaman online, yg penting pembayaran tiap bulan kita jaga, pembayaran nya belum tanggal jatuh tempo jadi komentar yg negatif tentang pinjol itu akibat tidak bayar tepat waktu jadi banyak komentar jelek terhadap pinjol, benerkan bosku 👍👃🙏🙏",5,2023-09-07 06:12:31
5199,"prosen cepat dan mudah, terimakasih telah membantu di saat butuh dana mendadak",5,2023-09-07 06:27:51
4523,"Saya sudah unistall aplikasi adakami pada tanggal 6 september 2023 karana saya sudah melunasi tagihan saya, bahkan sebelum jatuh tempo, mohon untuk tidak menyalahgunakan data saya, saya sudah tidak lagi menggunakan aplikasi ini, Saya sangat kecewa dengan email yang saya terima, katanya ada doubl tagihan padahal cuma ada 1 pencairan itupun sudah lunas,entah karna aplikasi error atau sengaja menipu, tolong hapus data saya, saya tidak mau tau ya, saya tidak merasa meminjam terimakasih",1,2023-09-07 06:39:27
779,"Pesan saya ke yang baca ini, sebelum kalian install appk pemeras, tidak sesuai di iklan yang manis, jangan pinjol ke appk ada kami jika kalian tidak mau menyesal.",1,2023-09-07 07:10:58
3311,"Baya udah lunas eeeee malah pinjam lagi nga bisa , tolong di perbaiki kalo udah bagu saya naikan bintang nya lagi",1,2023-09-07 07:36:48
747,"proses mudah cuma tinggal nunggu di transper doang,beberapa menit langsung cair,jangan ragu di aplikasi ini,apk ada kami pinjaman yg benar""membantu, Terima kasih semoga sukses selalu,limit pun selalu bertambah Terima kasih",5,2023-09-07 07:47:24
4771,Ini saya baru buat doang ga pernah transaksi tau2 ada notif keterlambatan pembayaran sekian ratus ribu lah itu gimana saya di telponin di suruh bayar make aplikasi nya aja ngga di mohon ini tolong proses katanya udah tergabung OJK ko ini bisa kaya gini keamaanan penggunanya gimana?,1,2023-09-07 08:57:55
781,"Saya download apk inh, saya hanya ingin memberitahukan bahwa saya tidak orang mendaftar pinjol, jika ada yg mendaftar pinjam atas nama saya,, itu bukan saya, dan sya minta tolong, hpus smua akun data saya, jika ada yg mendapaftar pinjol, dan jangan terima pencaairan,,,, jika ada yg mendaftar, atas nama saya, saya tdak bertanggung jwb, karna saya tdak prnh mendaftar, tolong tolong hapus dan jngn di slah gunakan, data"" saya,",1,2023-09-07 09:02:18
2900,"Ternyata bunganya terlalu besar .pinjaman 1 JT n yg d tranfer 990 ...n lagi setelah d total cicilannya 1,75 JT...bunganya skitar 800 ribuan,,beda sedikit dengan apa yg saya pinjam...ke tipu yang katanya Bunga rendah",1,2023-09-07 09:10:13
9568,"aplikasi nya oke,fan prosesnya sangat mudah",5,2023-09-07 09:12:47
3459,Waktu pertama doang d kasih pinjem...trus selanjutnya pasti gagal trus... walaupun bayar tepat waktunya...cuma cari nasabah tapi Ng ad modal inimah.....,3,2023-09-07 09:20:32
4860,Kalo pasang illan yang puzzle aja. Yg video panjang panjang mana ga bisa di skip!!,2,2023-09-07 09:37:48
9641,Prosesnya cepat tapi sayang tidak tersedia layanan bri,4,2023-09-07 10:25:46
3095,Saya akui oke tanpa ribet tapi saya sudah coba terlanjur pinjam ternyata bunganya besar sekali... Tolong di koreksi lagi sy sgt kecewa dan sesudah lunas sy tidak akan pinjam ke ADA KAMI lagi masak sy dapat limit 2480.000 bunganya 1900.000 an sy sngt nyesel dan kecewa,1,2023-09-07 11:06:28
